sale_counter,property_id,contract_date,settlement_date,purchase_price,component_code,sale_code,interest_percent,dealing_number
172,4096226,2016-02-23,2018-03-01,645000,,,0,AN174160
173,4096226,2015-11-18,2018-03-01,650000,,,0,AN174158
174,4096226,2013-11-08,2018-03-01,580000,,,0,AN172619
175,4096226,2016-10-17,2018-02-27,795000,,,0,AN164987
177,4096226,2016-12-23,2018-03-01,885000,,,0,AN174167
178,4096226,2015-10-26,2018-03-01,845000,,,0,AN174159
179,4096226,2015-10-21,2018-02-27,980000,,,0,AN176725
180,4096226,2015-10-28,2018-03-01,860000,,,0,AN174083
181,4080877,2015-06-12,2018-02-23,550000,,,0,AN169725
182,4080877,2018-02-02,2018-03-02,738000,,,0,AN167874
183,4085183,2015-11-02,2018-02-28,830000,,,0,AN170777
184,4085183,2015-09-25,2018-03-02,600000,,,0,AN162826
185,3745928,2018-01-31,2018-02-28,549000,,,0,AN171821
186,3543560,2014-10-27,2015-02-11,55000,,,0,AN167673
187,3543560,2014-10-17,2015-02-13,55000,,,0,AN167652
188,3774447,2018-01-22,2018-03-01,650000,,,0,AN175233
189,4002398,2017-11-17,2018-02-28,790000,,,0,AN161887
190,4013749,2018-01-17,2018-02-28,580000,,,0,AN171446
2,3588583,2018-01-19,2018-03-02,915000,,,0,AN174219
3,4073630,2018-02-02,2018-02-23,1640000,,,0,AN163105
6,3213405,2018-01-16,2018-02-23,1435000,,,0,AN162104
7,3721837,2018-01-11,2018-02-27,700000,,,0,AN160688
8,3741599,2018-03-01,2018-03-01,300000,,,0,AN163841
9,1902738,2018-01-23,2018-02-23,880000,,,0,AN163177
10,1905498,2017-12-08,2018-03-02,1737500,,,0,AN167340
15,1912234,2017-12-08,2018-02-28,3200000,,,0,AN164116
16,1907472,2018-01-22,2018-03-02,920000,,,0,AN167366
17,3249476,2018-01-23,2018-02-27,900000,,,0,AN169675
18,3345011,2018-01-15,2018-02-28,858000,,,0,AN171643
20,3890011,2018-01-19,2018-03-02,1300000,,,0,AN163711
1,2974978,2018-01-23,2018-03-09,649000,,,0,AN180474
3,3460390,2018-02-12,2018-03-08,870000,,,0,AN190216
4,872189,2018-01-25,2018-03-08,645000,,,0,AN183551
13,889400,2018-01-23,2018-03-09,988000,,,0,AN184698
14,870677,2018-01-25,2018-03-08,900000,,,0,AN187155
16,881985,2018-01-30,2018-03-13,810000,,,0,AN190116
18,896198,2018-01-27,2018-03-12,710000,,,0,AN182208
20,3524072,2018-01-25,2018-03-08,725000,,,0,AN188839
24,4101519,2015-11-16,2018-03-12,1395000,,,0,AN184080
29,4087689,2014-11-20,2018-02-26,675000,,,0,AN162755
30,4087689,2016-10-11,2018-03-05,630000,,,0,AN178089
31,4087689,2017-02-27,2018-03-09,624000,,,0,AN184856
32,4087689,2014-03-01,2018-03-05,785000,,,0,AN181093
33,4087689,2015-12-22,2018-03-01,570000,,,0,AN190067
38,4087689,2014-03-13,2018-03-09,865000,,,0,AN186663
43,4087689,2014-08-26,2018-03-05,1410000,,,0,AN181059
44,4087689,2014-03-03,2018-03-05,650000,,,0,AN183337
46,4092001,2016-10-21,2018-03-06,1550000,,,0,AN177880
69,4096226,2017-04-19,2018-03-01,875000,,,0,AN185088
70,4096226,2015-11-09,2018-02-28,589000,,,0,AN184253
72,4096226,2015-11-09,2018-02-28,875000,,,0,AN184254
73,4080877,2018-01-25,2018-03-08,650000,,,0,AN181231
74,3154980,2017-12-20,2018-02-23,906500,,,0,AN183402
75,3154980,2017-12-20,2018-02-23,998500,,,0,AN183479
76,3708362,2018-01-22,2018-03-08,1075000,,,0,AN193326
77,890972,2018-02-05,2018-03-05,1400000,,,0,AN179778
78,890972,2018-02-05,2018-03-05,1300000,,,0,AN182481
79,890972,2018-02-05,2018-03-05,1400000,,,0,AN179778
80,890972,2018-02-05,2018-03-05,1400000,,,0,AN179778
81,890972,2018-02-05,2018-03-05,1400000,,,0,AN179778
82,3274659,2018-01-19,2018-03-02,740000,,,0,AN178262
2,1450469,2017-11-15,2018-03-15,1450000,,,0,AN193351
3,3113351,2017-12-22,2018-03-14,1270000,,,0,AN193040
4,3655303,2018-01-25,2018-03-08,1080000,,,0,AN179434
5,3742857,2018-01-30,2018-03-02,855000,,,0,AN179745
8,1903056,2018-02-02,2018-03-09,960000,,,0,AN192325
9,1906191,2018-01-31,2018-03-13,720000,,,0,AN186363
13,1902118,2018-01-22,2018-02-21,821000,,,0,AN181693
15,2843647,2018-01-23,2018-03-06,947000,,,0,AN184983
1,3508367,2018-01-30,2018-03-16,1250000,,,0,AN207657
3,891016,2018-02-06,2018-03-20,990000,,,0,AN203124
4,864161,2018-02-13,2018-02-15,375000,,,0,AN191830
5,875037,2018-02-15,2018-03-19,600000,,,0,AN201297
6,872448,2018-02-10,2018-03-13,895000,,,0,AN194848
8,872738,2017-12-21,2018-03-15,1130000,,,0,AN199020
16,896268,2018-01-30,2018-03-13,650000,,,0,AN203636
17,896759,2018-01-29,2018-03-12,643500,,,0,AN195865
18,3039318,2018-02-19,2018-03-13,400000,,,0,AN199623
25,4087689,2014-03-01,2018-03-01,775000,,,0,AN190656
27,4087689,2014-03-01,2018-02-26,655000,,,0,AN195997
28,4087689,2014-03-01,2018-02-26,660000,,,0,AN196033
33,4087689,2014-03-14,2018-02-26,680000,,,0,AN195878
35,4087689,2014-03-01,2018-03-06,725000,,,0,AN200373
39,4093256,2016-04-04,2018-02-21,662000,,,0,AN197278
44,4096226,2015-10-26,2018-02-22,805000,,,0,AN204709
47,4096226,2013-11-02,2018-03-01,605000,,,0,AN204679
50,4096226,2016-02-29,2018-03-15,675000,,,0,AN203905
51,4076543,2015-07-29,2017-11-30,839000,,,0,AM940416
52,3200465,2018-02-03,2018-03-16,1410000,,,0,AN195487
1,3477786,2018-02-05,2018-03-09,1610000,,,0,AN191435
2,3033011,2017-11-30,2018-03-15,1410000,,,0,AN203890
3,3111751,2017-11-14,2018-03-12,2150000,,,0,AN199260
4,3602598,2017-12-22,2018-03-01,1265000,,,0,AN194524
5,3602598,2017-12-22,2018-03-01,1265000,,,0,AN194524
6,4073630,2015-11-16,2017-11-28,2450000,,,0,AN190460
7,3176423,2018-02-02,2018-03-16,910000,,,0,AN205091
8,3718688,2018-02-13,2018-03-13,698000,,,0,AN198761
10,1902854,2018-01-22,2018-03-15,730000,,,0,AN199336
14,1908556,2017-10-18,2018-03-19,3545000,,,0,AN202666
15,1899431,2017-12-16,2018-02-14,1075000,,,0,AN133769
16,1899431,2017-12-16,2018-02-14,1075000,,,0,AN133769
19,3423818,2018-02-02,2018-03-20,1045000,,,0,AN204936
20,3801419,2018-01-31,2018-03-14,761000,,,0,AN191106
21,3981059,2018-01-16,2018-02-28,1910000,,,0,AN205017
1,879332,2018-02-16,2018-03-27,620000,,,0,AN219975
2,868877,2018-02-03,2018-03-16,940000,,,0,AN208432
7,870023,2018-02-12,2018-03-19,737500,,,0,AN208810
8,878421,2018-02-07,2018-03-21,660000,,,0,AN220099
13,893209,2017-11-24,2018-01-19,575000,,,0,AN62775
15,895777,2018-02-09,2018-03-23,770000,,,0,AN211867
16,896945,2018-02-10,2018-03-21,990000,,,0,AN216766
17,3039377,2018-02-12,2018-03-23,560000,,,0,AN216220
21,4024007,2018-01-17,2018-03-19,830000,,,0,AN213451
24,4087689,2014-03-20,2018-03-22,835000,,,0,AN217153
25,4087689,2014-05-09,2018-03-22,1100000,,,0,AN214722
26,4087689,2014-07-01,2018-03-21,1115000,,,0,AN220920
30,4080014,2018-02-13,2018-03-15,645000,,,0,AN208839
34,4093256,2014-07-07,2018-03-16,755000,,,0,AN204490
35,4096226,2015-10-20,2018-03-19,850000,,,0,AN210517
37,4085183,2015-09-18,2017-12-22,670000,,,0,AN214446
38,4085183,2015-09-25,2018-03-26,590000,,,0,AN222800
39,4029048,2018-02-22,2018-03-16,1300000,,,0,AN209533
40,3216919,2017-12-02,2018-03-22,1395000,,,0,AN211478
41,3236079,2018-01-30,2018-03-20,610000,,,0,AN217784
42,3320137,2018-02-08,2018-03-22,630000,,,0,AN217280
43,3863145,2018-01-17,2018-03-22,728000,,,0,AN214550
44,3804631,2018-01-31,2018-03-16,700000,,,0,AN211500
45,4013669,2018-02-22,2018-02-22,12000,,,0,AN209733
46,3936063,2017-12-18,2018-03-15,910000,,,0,AN211622
47,3952222,2018-02-19,2018-03-23,880000,,,0,AN222924
1,1457707,2018-02-21,2018-03-21,816000,,,0,AN220992
2,3383554,2018-02-18,2018-03-26,1550000,,,0,AN217853
3,3071941,2018-03-12,2018-03-22,300000,,,50,AN211436
4,3541623,2017-12-23,2018-03-28,2600000,,,0,AN225870
6,3609704,2018-02-27,2018-03-29,1090000,,,0,AN229031
7,3609704,2018-02-05,2018-03-19,737000,,,0,AN220908
9,1454473,2018-02-26,2018-03-20,451000,,,0,AN208025
10,3108039,2017-12-15,2018-03-28,1900000,,,0,AN224974
11,3721837,2018-02-27,2018-03-28,920000,,,0,AN224412
12,3742857,2018-02-12,2018-03-19,910000,,,0,AN209498
13,1902840,2018-01-13,2018-02-26,938500,,,0,AN216685
14,3905154,2017-12-06,2017-12-22,500000,,,50,AN215747
8,893209,2018-02-08,2018-03-22,580000,,,0,AN226388
10,3547974,2018-02-07,2018-03-27,515000,,,0,AN226350
14,4087689,2014-09-02,2018-03-21,1035000,,,0,AN220094
22,3288167,2018-02-08,2018-03-27,715000,,,0,AN223240
23,3274659,2018-02-16,2018-04-05,910000,,,0,AN238496
24,4013824,2018-02-20,2018-03-28,675000,,,0,AN236573
1,2981120,2018-02-03,2018-03-05,1280000,,,0,AN232390
2,3588583,2018-02-23,2018-03-26,692000,,,0,AN225526
3,3617176,2017-06-23,2018-03-28,1978000,,,0,AN235396
4,3613175,2018-03-06,2018-03-23,2000000,,,0,AN226826
8,3751584,2018-02-23,2018-04-03,600000,,,0,AN231528
10,3757299,2017-12-01,2018-02-09,780000,,,0,AN184228
11,1907892,2017-11-25,2018-03-16,1630000,,,0,AN233214
13,1911077,2018-02-03,2018-03-08,990000,,,0,AN229440
1,2901119,2018-02-15,2018-03-27,963000,,,0,AN239693
2,3399406,2018-03-06,2018-04-06,429000,,,0,AN245964
3,3461773,2018-02-26,2018-04-09,659000,,,0,AN246014
4,3461773,2018-01-27,2018-04-03,625000,,,0,AN237791
5,879364,2018-02-02,2018-04-03,810000,,,0,AN240602
7,887852,2018-02-16,2018-04-03,1135000,,,0,AN255635
8,861252,2018-02-20,2018-04-03,670000,,,0,AN243431
9,891016,2018-03-03,2018-03-29,1035000,,,0,AN241423
10,869797,2018-02-14,2018-03-28,670000,,,0,AN241832
13,875987,2017-12-15,2018-03-29,1395000,,,0,AN247714
17,3524072,2018-02-15,2018-03-29,740000,,,0,AN246938
20,4107595,2017-09-15,2018-04-09,849000,,,0,AN249757
21,4107595,2014-01-13,2018-04-06,815000,,,0,AN244585
22,4107595,2016-06-28,2018-04-06,625000,,,0,AN244700
23,4107595,2013-11-18,2018-04-06,890000,,,0,AN247748
24,4107595,2014-01-30,2018-04-06,870000,,,0,AN249310
26,4107595,2014-01-24,2018-04-06,662500,,,0,AN244437
27,4107595,2014-01-13,2018-04-06,910000,,,0,AN247991
28,4107595,2016-09-21,2018-04-06,1025000,,,0,AN247992
30,4107595,2016-02-15,2018-04-04,1375000,,,0,AN247429
31,4107595,2014-01-18,2018-04-04,1025000,,,0,AN247442
33,4080014,2018-02-22,2018-04-05,637000,,,0,AN249939
39,4080877,2018-02-26,2018-03-29,438000,,,0,AN241314
43,4097929,2017-05-22,2018-04-10,605000,,,0,AN253288
51,4097929,2016-09-27,2018-04-10,720000,,,0,AN259633
52,4085183,2018-02-14,2018-03-21,651000,,,0,AN242027
53,4085183,2018-03-07,2018-03-28,602000,,,0,AN239612
55,3685342,2018-02-19,2018-04-05,1075000,,,0,AN244650
56,3643745,2018-02-19,2018-03-27,820000,,,0,AN240040
57,3637996,2018-02-13,2018-03-29,630000,,,0,AN245391
58,3274708,2018-01-06,2018-03-29,850000,,,0,AN236873
59,3825604,2018-02-22,2018-03-28,1630000,,,0,AN242453
60,3774447,2018-02-12,2018-03-26,680000,,,0,AN242306
61,3863019,2018-02-23,2018-04-06,582500,,,0,AN248503
1,1904051,2018-02-20,2018-04-03,1200000,,,0,AN255220
2,3408739,2018-02-14,2018-03-28,1375000,,,0,AN237324
3,3071049,2018-02-12,2018-03-26,1250000,,,0,AN238670
6,4051370,2017-09-22,2018-04-04,1200000,,,0,AN248314
11,3721837,2018-02-12,2018-03-26,700000,,,0,AN238650
12,1905163,2018-02-23,2018-04-04,990000,,,0,AN250203
14,1902981,2018-03-06,2018-04-09,835000,,,0,AN248641
15,1898164,2018-03-28,2018-03-29,530000,,,0,AN251533
16,1903157,2018-02-24,2018-04-09,2120000,,,0,AN256303
17,1908433,2018-02-05,2018-04-03,1170000,,,0,AN237638
18,1908433,2018-02-05,2018-04-03,1170000,,,0,AN237638
19,1898451,2018-03-06,2018-04-06,840000,,,0,AN248553
25,1904741,2018-02-17,2018-04-03,1235000,,,0,AN237518
26,1904741,2018-02-17,2018-04-03,1235000,,,0,AN237518
28,3423818,2018-03-02,2018-04-06,1700000,,,0,AN244532
29,3866484,2018-02-13,2018-03-27,830000,,,0,AN240973
31,3814471,2018-02-26,2018-03-29,1190000,,,0,AN241202
1,2901109,2018-02-03,2018-04-03,750000,,,0,AN250941
2,3461773,2018-02-02,2018-03-16,605000,,,0,AN262527
3,3509040,2018-03-05,2018-04-09,1206000,,,0,AN252910
4,879364,2018-03-01,2018-04-13,645000,,,0,AN270813
12,891075,2018-02-22,2018-04-05,850000,,,0,AN258410
13,880478,2018-02-22,2018-04-05,468000,,,0,AN255293
14,885925,2018-03-02,2018-04-13,625000,,,0,AN269120
15,891273,2018-02-06,2018-04-06,888000,,,0,AN262991
16,859221,2018-02-26,2018-04-10,620000,,,0,AN263002
21,873074,2018-02-03,2018-04-06,1060000,,,0,AN252518
22,881180,2018-02-16,2018-03-29,693000,,,0,AN260759
23,881250,2018-02-28,2018-04-11,680000,,,0,AN265914
25,868160,2018-02-26,2018-04-09,855000,,,0,AN269517
29,860502,2018-03-02,2018-04-13,562000,,,0,AN273808
33,895777,2018-02-22,2018-04-05,799999,,,0,AN253385
39,4107595,2013-12-02,2018-04-13,620000,,,0,AN273600
41,4107595,2016-11-15,2018-04-10,995000,,,0,AN261894
42,4107595,2015-11-02,2018-04-06,570000,,,0,AN260657
43,4107595,2015-11-09,2018-04-13,649500,,,0,AN273592
44,4107595,2015-11-02,2018-04-09,825000,,,0,AN262652
45,4107595,2018-02-19,2018-04-09,898000,,,0,AN262653
46,4107595,2016-09-29,2018-04-13,625000,,,0,AN269968
48,4107595,2013-11-16,2018-04-12,820000,,,0,AN273657
49,4107595,2014-04-07,2018-04-06,860000,,,0,AN254797
50,4107595,2013-11-16,2018-04-10,572500,,,0,AN255411
51,4107595,2013-11-16,2018-04-11,637500,,,0,AN268113
52,4107595,2013-11-16,2018-04-13,820000,,,0,AN273618
53,4107595,2013-11-16,2018-04-06,580000,,,0,AN261930
54,4107595,2013-11-16,2018-04-06,645000,,,0,AN265211
55,4107595,2014-01-13,2018-04-10,835000,,,0,AN269693
56,4107595,2013-11-16,2018-04-13,595000,,,0,AN270086
57,4107595,2013-11-16,2018-04-06,587500,,,0,AN272419
58,4107595,2013-11-18,2018-04-06,840000,,,0,AN261908
59,4107595,2017-12-19,2018-04-06,870000,,,0,AN261909
60,4107595,2013-12-02,2018-04-11,645000,,,0,AN269020
61,4107595,2013-11-16,2018-04-11,685000,,,0,AN268455
62,4107595,2013-11-16,2018-04-10,850000,,,0,AN263256
63,4107595,2017-02-07,2018-04-09,942000,,,0,AN255579
64,4107595,2013-11-16,2018-04-10,860000,,,0,AN264909
65,4107595,2013-11-16,2018-04-06,610000,,,0,AN261264
66,4107595,2014-02-10,2018-04-12,940000,,,0,AN273655
67,4107595,2013-12-19,2018-04-11,999000,,,0,AN262810
68,4107595,2014-03-05,2018-04-06,1150000,,,0,AN268240
69,4107595,2016-03-15,2018-04-11,1350000,,,0,AN273662
70,4107595,2013-11-16,2018-04-06,610000,,,0,AN258215
71,4107595,2014-03-07,2018-04-06,980000,,,0,AN255367
72,4107595,2014-01-24,2018-04-06,650000,,,0,AN255295
73,4107595,2014-04-30,2018-04-13,849000,,,0,AN263732
74,4107595,2014-03-01,2018-04-13,729000,,,0,AN270995
77,4087689,2018-03-12,2018-04-13,675000,,,0,AN263650
80,4079792,2018-03-07,2018-04-11,795000,,,0,AN258658
81,4080014,2014-07-18,2018-03-23,548000,,,0,AN213749
91,4097929,2016-08-09,2018-04-10,610000,,,0,AN254725
94,4097929,2016-09-09,2018-04-10,820000,,,0,AN259515
95,4097929,2016-04-13,2018-04-10,595000,,,0,AN268216
96,4097929,2017-11-06,2018-04-10,582000,,,0,AN268217
99,4097929,2015-12-05,2018-04-10,645000,,,0,AN269718
100,4097929,2016-04-13,2018-04-10,585000,,,0,AN259491
101,4097929,2017-12-08,2018-04-10,580000,,,0,AN259492
103,4097929,2017-03-28,2018-04-10,855000,,,0,AN254747
106,4097929,2016-03-23,2018-04-10,635000,,,0,AN269073
113,4097929,2017-08-23,2018-04-10,600000,,,0,AN269177
116,4097929,2016-11-25,2018-04-10,725000,,,0,AN265087
120,4097929,2016-04-13,2018-04-10,645000,,,0,AN262760
127,4097929,2017-06-19,2018-04-10,620000,,,0,AN269562
131,4097929,2016-09-08,2018-04-10,915000,,,0,AN267648
132,4097929,2016-06-03,2018-04-10,945000,,,0,AN255992
133,4097929,2017-03-14,2018-04-11,875000,,,0,AN268173
137,4097929,2017-05-05,2018-04-10,900000,,,0,AN267975
138,4097929,2016-08-25,2018-04-10,705000,,,0,AN264137
148,4082495,2017-07-20,2018-01-29,1705000,,,0,AN88410
149,4082495,2015-07-07,2018-02-16,725000,,,0,AN130400
150,4082495,2015-06-30,2018-01-17,1025000,,,0,AN72571
151,4082495,2015-07-01,2018-02-08,1025000,,,0,AN118393
152,4082495,2015-07-03,2018-02-01,1325000,,,0,AN116817
153,4082495,2015-07-03,2018-02-16,1325000,,,0,AN130399
154,4082495,2015-05-19,2018-01-19,1525000,,,0,AN97112
155,4082495,2015-06-29,2018-01-18,715000,,,0,AN79746
156,4082495,2015-07-16,2018-01-22,1400000,,,0,AN254167
157,4082495,2015-06-17,2018-01-18,1525000,,,0,AN86150
158,4082495,2015-06-19,2018-01-25,1375000,,,0,AN110028
160,3236079,2018-01-31,2018-03-07,845000,,,0,AN217360
161,3782557,2018-03-09,2018-04-12,751000,,,0,AN274013
162,3836569,2018-02-22,2018-04-11,815000,,,0,AN268099
163,3880414,2018-01-19,2018-03-29,540000,,,0,AN260380
164,3952222,2018-02-16,2018-04-03,652000,,,0,AN260702
1,2981865,2018-02-17,2018-04-05,746000,,,0,AN258194
2,3551086,2017-12-12,2018-01-31,1105000,,,0,AN257713
3,3506599,2018-02-19,2018-04-03,910000,,,0,AN260248
4,3532320,2018-02-22,2018-04-05,1850000,,,0,AN254050
5,3617176,2018-02-01,2018-03-15,870000,,,0,AN260483
6,4073630,2018-03-22,2018-04-17,2925000,,,0,AN271776
7,4051370,2018-04-10,2018-04-17,2050000,,,0,AN272624
8,4051370,2018-02-23,2018-04-09,939000,,,0,AN263840
9,4051370,2018-04-10,2018-04-17,2050000,,,0,AN272624
10,4051370,2018-04-10,2018-04-17,2050000,,,0,AN272624
12,1455057,2017-11-29,2018-04-04,1200000,,,0,AN271115
15,1450213,2018-02-13,2018-04-10,805000,,,0,AN259688
16,1450213,2018-02-13,2018-04-10,805000,,,0,AN259688
17,1450213,2018-02-13,2018-04-10,805000,,,0,AN259688
18,1456020,2018-04-04,2018-04-04,372500,,,0,AN272750
24,1449051,2018-02-28,2018-04-11,1670000,,,0,AN259161
26,3174991,2018-02-23,2018-04-06,1525000,,,0,AN266888
27,3166217,2018-03-16,2018-04-16,1960000,,,0,AN271962
28,3176423,2018-03-02,2018-04-10,897000,,,0,AN265094
29,1897543,2018-02-24,2018-04-09,851000,,,0,AN257610
33,1911273,2017-12-21,2018-02-23,1251000,,,0,AN266549
37,1897543,2018-02-24,2018-04-09,851000,,,0,AN257610
39,2843647,2018-02-28,2018-04-11,987000,,,0,AN263285
40,1457055,2018-02-24,2018-04-09,798000,,,0,AN265468
41,3288601,2018-03-23,2018-04-10,1180000,,,0,AN257718
42,3249476,2018-03-02,2018-04-13,685000,,,0,AN262545
43,3808411,2018-02-09,2018-04-11,1300000,,,0,AN268376
44,3801419,2018-02-02,2018-04-13,1500000,,,0,AN263882
1,3369575,2018-03-10,2018-04-20,1188000,,,0,AN281086
5,874294,2018-03-02,2018-04-13,1210000,,,0,AN277577
6,874362,2018-03-02,2018-04-26,560000,,,0,AN289409
7,887852,2018-02-09,2018-04-23,1035000,,,0,AN284966
8,890454,2018-03-15,2018-04-20,455000,,,0,AN279769
9,877423,2018-03-12,2018-04-09,670000,,,0,AN260789
10,869667,2018-03-06,2018-04-17,535000,,,0,AN279388
11,872519,2018-03-19,2018-04-20,735500,,,0,AN279624
13,864644,2018-03-09,2018-04-20,600000,,,0,AN281403
15,870207,2018-03-03,2018-04-16,652000,,,0,AN283985
17,881399,2018-03-10,2018-04-20,589000,,,0,AN288925
19,893073,2018-03-14,2018-04-20,530000,,,0,AN285776
23,4107595,2014-01-13,2018-04-20,805000,,,0,AN286550
24,4107595,2015-10-26,2018-04-12,600000,,,0,AN285053
25,4107595,2015-11-02,2018-04-18,533500,,,0,AN280930
26,4107595,2016-02-15,2018-04-18,637500,,,0,AN273932
28,4107595,2015-10-26,2018-04-13,540775,,,0,AN278083
29,4107595,2015-11-05,2018-04-20,870000,,,0,AN290537
30,4107595,2016-09-22,2018-04-13,595000,,,0,AN278719
31,4107595,2015-11-09,2018-04-13,630000,,,0,AN275204
32,4107595,2013-11-16,2018-04-06,654500,,,0,AN272606
33,4107595,2013-11-16,2018-04-16,587500,,,0,AN276987
35,4109347,2018-01-19,2018-04-13,3200000,,,0,AN279856
36,4024007,2018-02-28,2018-04-17,900000,,,0,AN279262
42,4097929,2016-08-29,2018-04-20,880000,,,0,AN287406
48,4097929,2018-03-18,2018-04-17,930000,,,0,AN282906
50,4097929,2017-09-15,2018-04-10,625000,,,0,AN264260
70,3126385,2018-03-20,2018-04-13,640888,,,0,AN273082
71,3863019,2018-03-06,2018-04-17,592500,,,0,AN277490
1,1455578,2018-03-03,2018-04-16,685000,,,0,AN284999
2,2995326,2018-03-02,2018-04-13,805000,,,0,AN279434
3,3477786,2018-03-13,2018-04-19,990000,,,0,AN278569
4,2843647,2018-03-15,2018-04-16,950000,,,0,AN280742
5,3494818,2018-03-07,2018-04-18,815000,,,0,AN280576
6,1453236,2018-03-02,2018-04-13,1200000,,,0,AN275232
9,3721837,2018-02-13,2018-04-20,705000,,,0,AN290888
10,3700479,2018-04-06,2018-04-19,2850000,,,0,AN281281
11,1897588,2018-03-09,2018-04-19,850000,,,0,AN281894
13,1898164,2018-02-23,2018-04-16,850000,,,0,AN280681
14,1908353,2018-03-17,2018-04-20,1120000,,,0,AN285532
15,1905910,2017-12-09,2018-04-19,1615000,,,0,AN290092
16,1898358,2018-03-23,2018-04-20,675000,,,0,AN286640
17,1900874,2017-12-15,2018-04-06,1420000,,,0,AN276432
21,1907472,2013-05-23,2018-04-16,550000,,,0,AN279154
22,3242487,2018-02-26,2018-04-20,1045000,,,0,AN281463
1,872337,2018-04-01,2018-04-30,85000,,,0,AN302362
3,871283,2018-02-19,2018-04-20,660000,,,0,AN293513
13,891354,2018-03-17,2018-04-30,816000,,,0,AN297657
14,859272,2018-03-07,2018-04-18,430000,,,0,AN276446
15,864435,2018-03-19,2018-04-30,700000,,,0,AN298061
16,888769,2018-03-11,2018-04-23,1188000,,,0,AN293016
17,886400,2018-03-14,2018-04-26,668000,,,0,AN305603
18,886400,2018-03-29,2018-04-30,590000,,,0,AN301811
22,862607,2018-03-05,2018-04-27,455000,,,0,AN299012
25,884403,2018-03-12,2018-04-23,475000,,,0,AN296440
26,860545,2018-02-20,2018-04-03,360000,,,0,AN306267
27,896198,2018-02-22,2018-04-19,720000,,,0,AN297929
29,3039377,2018-03-07,2018-04-18,530000,,,0,AN290886
30,871283,2018-02-19,2018-04-20,660000,,,0,AN293513
33,4107595,2016-04-15,2018-04-19,655000,,,0,AN299154
34,4107595,2015-11-05,2018-04-06,538350,,,0,AN295147
35,4107595,2013-11-25,2018-04-06,625000,,,0,AN289828
36,4107595,2015-11-05,2018-04-13,600000,,,0,AN307532
37,4107595,2015-11-19,2018-04-13,610000,,,0,AN308903
38,4107595,2017-02-28,2018-04-06,681000,,,0,AN311711
39,4107595,2016-12-23,2018-04-10,890000,,,0,AN264216
40,4107595,2016-12-13,2018-04-06,885000,,,0,AN298729
41,4107595,2015-10-26,2018-04-06,612500,,,0,AN306273
42,4107595,2013-11-16,2018-04-20,580000,,,0,AN300082
43,4107595,2013-11-16,2018-04-06,664500,,,0,AN305085
44,4107595,2013-11-16,2018-04-13,870000,,,0,AN297730
45,4107595,2013-11-16,2018-04-20,595000,,,0,AN285746
46,4107595,2016-07-29,2018-04-26,690000,,,0,AN295581
47,4107595,2013-11-16,2018-04-20,602500,,,0,AN285747
48,4107595,2014-01-18,2018-04-23,655000,,,0,AN307561
49,4107595,2014-01-21,2018-04-23,660000,,,0,AN289832
50,4107595,2013-11-16,2018-04-06,617500,,,0,AN309983
51,4107595,2014-01-30,2018-04-30,1200000,,,0,AN310311
52,4107595,2018-04-06,2018-04-24,1433000,,,0,AN298799
53,4107595,2018-04-04,2018-04-12,839000,,,0,AN291827
54,4107595,2018-04-06,2018-04-13,915000,,,0,AN291833
56,4106050,2018-03-08,2018-04-30,840000,,,0,AN310492
60,4093256,2014-09-11,2018-04-20,740000,,,0,AN289390
61,4056374,2018-03-16,2018-04-27,650000,,,0,AN311405
62,4080877,2018-03-20,2018-04-26,780000,,,0,AN305473
64,4097929,2016-08-16,2018-04-10,690000,,,0,AN299178
67,4097929,2017-08-29,2018-04-23,905000,,,0,AN301486
68,4097929,2016-05-30,2018-04-26,1105000,,,0,AN305954
71,4097929,2016-03-31,2018-04-23,585000,,,0,AN296435
72,4097929,2016-05-24,2018-04-26,920000,,,0,AN296330
73,4097929,2016-05-20,2018-04-20,690000,,,0,AN291547
74,4097929,2018-04-13,2018-04-27,865000,,,0,AN301463
75,4097929,2016-02-15,2018-04-10,695000,,,0,AN311134
76,4097929,2016-03-30,2018-04-30,905000,,,0,AN303478
78,4097929,2016-06-24,2018-04-20,855000,,,0,AN287327
80,4097929,2017-04-13,2018-04-10,910000,,,0,AN295099
81,4097929,2018-02-16,2018-04-10,870000,,,0,AN295100
82,4097929,2016-08-23,2018-04-26,925000,,,0,AN303325
84,4097929,2016-03-16,2018-04-23,970000,,,0,AN294019
99,3129130,2018-03-06,2018-04-30,798000,,,0,AN303295
100,3175997,2018-03-12,2018-04-23,980000,,,0,AN301841
101,3320137,2018-03-13,2018-04-26,645000,,,0,AN302663
102,3778434,2018-03-22,2018-04-24,600000,,,0,AN303648
103,3782557,2018-02-23,2018-04-26,840000,,,0,AN305531
104,4013824,2018-03-07,2018-03-07,10500,,,0,AN310508
1,1904051,2018-03-14,2018-04-26,925000,,,0,AN296268
2,1908756,2018-02-16,2018-04-11,3750000,,,0,AN299134
3,2881315,2017-11-15,2018-04-16,3100000,,,0,AN272283
4,3383554,2018-04-09,2018-05-01,640000,,,0,AN302934
5,3429255,2018-03-15,2018-04-30,470000,,,0,AN308935
6,3471982,2018-03-12,2018-04-23,780000,,,0,AN295700
7,2843647,2018-03-19,2018-04-30,700000,,,0,AN300130
8,3074247,2018-03-12,2018-04-20,495000,,,0,AN299614
